Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	poodledstore	Search	Google search; Search partners	154553	Manual CPC		Sweden	No																															
Ad Group	Add		poodledstore								Ad group 1		154.55																												
Keyword	Add		poodledstore								Ad group 1	poodled		Exact																											
Keyword	Add		poodledstore								Ad group 1	poodled store		Exact																											
Keyword	Add		poodledstore								Ad group 1	poodled dog		Exact																											
Ad	Add		poodledstore								Ad group 1				https://poodled.co/?ref=npmlnvgv	{Keyword:Poodled}	Dog Accessories & Gear	Stylish Pet Products	Premium Dog Collars	Comfy Dog Beds & Toys	Fashion Forward Pets	Poodled Official Store	Quality Pet Essentials	Leashes & Harnesses	Unique Dog Gifts	Shop Dog Supplies	Trendy Pet Accessories	Comfort For Your Pup	Fun Dog Toys	Shop Poodled Now	Poodled offers stylish dog accessories and gear. Premium collars, beds, and toys.	Shop Poodled for trendy pet products. Quality leashes, harnesses, and dog gifts.	Poodled official store. Fashion forward pet accessories for your furry friend.	Comfort and style for your pup with Poodled. Shop dog supplies and toys.			Responsive search ad				
Callout	Add		poodledstore																																			Instant Delivery			
Callout	Add		poodledstore																																			4.8 Star Rating			
Callout	Add		poodledstore																																			HD & Ultra HD Quality			
Callout	Add		poodledstore																																			Secure Payment			
Sitelink	Add		poodledstore												https://poodled.co/?ref=npmlnvgv#1																	Stylish premium collars							Create new	Dog Collars	Fashion for your pup
Sitelink	Add		poodledstore												https://poodled.co/?ref=npmlnvgv#2																	Comfortable dog beds							Create new	Dog Beds	Cozy rest for pets
Sitelink	Add		poodledstore												https://poodled.co/?ref=npmlnvgv#3																	Fun toys for dogs							Create new	Toys & Gifts	Unique pet gift ideas
Sitelink	Add		poodledstore												https://poodled.co/?ref=npmlnvgv#4																	Quality dog leashes							Create new	Leashes	Walk in style
Campaign	Add	Enabled	Adarna House	Search	Google search; Search partners	154553	Manual CPC		United States; Spain; Canada; Germany; Netherlands; Australia	No																															
Ad Group	Add		Adarna House								Ad group 1		0.00																												
Keyword	Add		Adarna House								Ad group 1	adarna house		Exact																											
Keyword	Add		Adarna House								Ad group 1	adarna books		Exact																											
Keyword	Add		Adarna House								Ad group 1	adarna publishing		Exact																											
Ad	Add		Adarna House								Ad group 1				https://adarna.com.ph/?ref=cpntfyhf	{Keyword:Adarna House}	Filipino Children Books	Award-Winning Stories	Shop Filipino Literature	Kids Books In Filipino	Educational Storybooks	Adarna House Official	Local Authors & Artists	Picture Books For Kids	Cultural Heritage Books	Shop By Age Group	Bilingual Story Books	Gifts For Young Readers	Shop Books Online	Inspire Young Minds	Adarna House publishes award-winning Filipino children's books. Shop online.	Shop Adarna House for kids books in Filipino. Educational storybooks for all ages.	Adarna House official store. Local authors, cultural stories, picture books.	Inspire young minds with Adarna House. Filipino children's literature online.			Responsive search ad				
